"","idx","script","speaker","time_from","time_to"
"2023","1695","그런 기사지",NA,"01:57:15,319","01:57:19,532"
"2024","1696","사람들한테 알려서 좋을 거 없잖아?",NA,"01:57:19,699","01:57:21,701"
"2025","1697","왜, 창피해?",NA,"01:57:21,868","01:57:23,036"
"2026","1698","조디악에 대해서 확실한 게 뭐지?",NA,"01:57:23,202","01:57:26,080"
"2027","1699","크로니클을 읽잖아",NA,"01:57:27,165","01:57:28,708"
"2028","1700","그렇지만 그 사설은 안 읽을 거야",NA,"01:57:28,875","01:57:31,669"
"2029","1701","여보세요? <i>",NA,"01:57:35,590","01:57:37,800"
"2030","1701","그레이스미스 씨?</i>",NA,"01:57:35,590","01:57:37,800"
"2031","1702","<i>오늘 신문에 난 그레이스미스?</i>",NA,"01:57:37,967","01:57:40,470"
"2032","1703","네",NA,"01:57:40,636","01:57:41,804"
"2033","1704","<i>조디악이 누군지</i> <i>말해주겠소</i>",NA,"01:57:41,971","01:57:44,807"
"2034","1705","누구시죠? <i>",NA,"01:57:47,643","01:57:50,730"
"2035","1705","조디악 킬러는 영화광이오</i>",NA,"01:57:47,643","01:57:50,730"
"2036","1706","<i>자신의 범행을</i> <i>촬영해놨죠</i>",NA,"01:57:50,897","01:57:53,483"
"2037","1707","<i>경찰에도 말했지만</i> <i>믿지 않더군요</i>",NA,"01:57:53,649","01:57:56,819"
"2038","1708","<i>밥 본을 찾아가요</i>",NA,"01:57:56,986","01:58:00,406"
"2039","1709","펜! ",NA,"01:58:00,573","01:58:02,867"
"2040","1709","<i>V-A-U-G-H-N</i>",NA,"01:58:00,573","01:58:02,867"
"2041","1710","<i>조디악의 친구인데</i>",NA,"01:58:03,034","01:58:04,869"
"2042","1711","<i>친구가 살인자인 걸 모르고</i>",NA,"01:58:05,036","01:58:07,371"
"2043","1712","<i>필름을 보관해주고 있소</i>",NA,"01:58:07,538","01:58:09,874"
"2044","1713","<i>그 필름이 증거요</i>",NA,"01:58:10,041","01:58:11,959"
"2045","1714","친구? 그 친구의 이름이 뭐죠?",NA,"01:58:12,126","01:58:15,296"
"2046","1715","<i>이미 충분히 알려줬소</i> ",NA,"01:58:15,463","01:58:18,674"
"2047","1715","제발요",NA,"01:58:15,463","01:58:18,674"
"2048","1716","<i>조디악의 이름은</i> <i>릭 마셜이오</i>",NA,"01:58:18,841","01:58:23,137"
"2049","1717","토스트 타잖아",NA,"01:58:25,848","01:58:28,017"
"2050","1718","누구나 성장하면서 독특한 필체를 갖게 돼",NA,"01:58:29,018","01:58:34,524"
"2051","1719","시간이 지나면서",NA,"01:58:34,690","01:58:36,818"
"2052","1720","필체가 변할 순 있지만",NA,"01:58:36,984","01:58:39,362"
"2053","1721","기본 특성은 그대로 살아있지, 알겠나?",NA,"01:58:39,529","01:58:42,865"
"2054","1722","네",NA,"01:58:43,032","01:58:44,534"
"2055","1723","근데 조디악은 달라",NA,"01:58:45,201","01:58:47,787"
"2056","1724","특히 ""K""가",NA,"01:58:48,996","01:58:51,374"
"2057","1725","초기 편지에선 두 획으로 썼는데",NA,"01:58:52,041","01:58:54,752"
"2058","1726","나중엔 세 획이었어 ",NA,"01:58:54,919","01:58:57,713"
"2059","1726","왜요?",NA,"01:58:54,919","01:58:57,713"
"2060","1727","그건 모르네 이거 물 좀 뿌리고",NA,"01:58:57,880","01:59:00,758"
"2061","1728","몇이나 필적 감정을 통과했죠?",NA,"01:59:00,925","01:59:04,011"
"2062","1729","전부 다, 택시 지문도 일치되는 게 없었어",NA,"01:59:04,178","01:59:09,058"
"2063","1730","필적 감정을 속일 가능성 있나요?",NA,"01:59:09,225","01:59:13,271"
"2064","1731","아니, 조디악이 누구든 나한테 필적 감정은 안 받았어",NA,"01:59:13,437","01:59:18,192"
"2065","1732","한 달 전에 한 남자가 날 찾아왔었네",NA,"01:59:18,776","01:59:22,238"
"2066","1733","월리스 페니",NA,"01:59:22,530","01:59:25,032"
"2067","1734","조디악을 안다더군 이름을 알려줬네",NA,"01:59:25,199","01:59:29,579"
"2068","1735","릭 뭐라던데... ",NA,"01:59:29,745","01:59:32,415"
"2069","1735","릭 마셜?",NA,"01:59:29,745","01:59:32,415"
"2070","1736","그래 ",NA,"01:59:33,875","01:59:36,919"
"2071","1736","그 사람이 저한테 전화했었어요",NA,"01:59:33,875","01:59:36,919"
"2072","1737","나중에 파일 뒤져봤는데 릭을 검사한 적은 없어",NA,"01:59:37,086","01:59:41,674"
"2073","1738","여보세요?",NA,"01:59:48,806","01:59:50,308"
"2074","1739","여보세요? 누구시죠?",NA,"01:59:55,104","01:59:56,939"
"2075","1740","잘못 걸려왔어",NA,"02:00:06,782","02:00:08,618"
"2076","1741","릭 마셜이란 이름 귀에 익어요?",NA,"02:00:14,957","02:00:17,960"
"2077","1742","뭘 쫓죠? ",NA,"02:00:18,961","02:00:22,173"
"2078","1742","뭘 알죠?",NA,"02:00:18,961","02:00:22,173"
"2079","1743","내가 쫓던 가장 유력한 용의자였소",NA,"02:00:22,340","02:00:27,178"
"2080","1744","기사 내진 마요 놈의 지문을 뜨려고",NA,"02:00:27,720","02:00:31,557"
"2081","1745","사진을 건네줬는데",NA,"02:00:31,724","02:00:33,976"
"2082","1746","앞뒤로 돌려보곤 이러더군요",NA,"02:00:34,143","02:00:35,978"
"2083","1747","""젠장, 내 지문이 묻었잖아""",NA,"02:00:36,145","02:00:38,522"
"2084","1748","그리고 사진을 닦더군요",NA,"02:00:38,689","02:00:41,025"
"2085","1749","필적 감정은 왜 안 했죠?",NA,"02:00:41,192","02:00:43,069"
"2086","1750","지문을 검사했는데",NA,"02:00:43,236","02:00:45,488"
"2087","1751","택시에서 나온 것과 달랐어요",NA,"02:00:45,655","02:00:48,074"
"2088","1752","범인이 아니군요 ",NA,"02:00:48,241","02:00:50,159"
"2089","1752","그럴지도, 아닐지도",NA,"02:00:48,241","02:00:50,159"
"2090","1753","무슨 뜻이죠?",NA,"02:00:50,326","02:00:52,328"
"2091","1754","조디악은 현장에 장갑을 남겨뒀소",NA,"02:00:52,495","02:00:54,580"
"2092","1755","장갑을 가져갈 정도인 사람이",NA,"02:00:54,747","02:00:56,749"
"2093","1756","현장에 지문을 남겨뒀겠소?",NA,"02:00:56,916","02:00:59,418"
"2094","1757","피살자 피가 묻었잖아요",NA,"02:00:59,585","02:01:01,170"
"2095","1758","구경꾼이나 경찰이 시체를 돌리다 묻었을지도 모르죠",NA,"02:01:01,337","02:01:05,341"
"2096","1759","그게 2,500명의 혐의를 벗겨줬어요",NA,"02:01:05,508","02:01:07,635"
"2097","1760","필적도 감정했어요 ",NA,"02:01:07,802","02:01:10,554"
"2098","1760","릭 마셜은 아니죠",NA,"02:01:07,802","02:01:10,554"
"2099","1761","샌프란시스코 경찰이 창문에 걸린 자필 사인을 보고는",NA,"02:01:10,721","02:01:13,557"
"2100","1762","조디악 필체와 다르다고 결론 냈어요",NA,"02:01:13,724","02:01:16,852"
"2101","1763","그가 쓴 건지 어떻게 알죠?",NA,"02:01:17,019","02:01:19,522"
"2102","1764","내 말이!",NA,"02:01:19,689","02:01:21,941"
"2103","1765","그는 해군이었어요",NA,"02:01:22,108","02:01:24,193"
"2104","1766","암호 훈련을 받았고 극장 영사 기사였죠",NA,"02:01:24,360","02:01:28,322"
"2105","1767","그의 필체 샘플을 어떻게 구하죠?",NA,"02:01:28,489","02:01:30,658"
"2106","1768","방법은 세 가지요 첫째, 영장 청구, 당신은 안 되고",NA,"02:01:30,825","02:01:34,412"
"2107","1769","둘째, 자발적인 협조 ",NA,"02:01:34,578","02:01:37,373"
"2108","1769","세 번째는요?",NA,"02:01:34,578","02:01:37,373"
"2109","1770","머리를 써요",NA,"02:01:38,833","02:01:40,584"
"2110","1771","<i>샘플을 구해온다면</i> <i>분석해보겠네</i>",NA,"02:01:40,751","02:01:43,504"
"2111","1772","<i>",NA,"02:01:43,671","02:01:47,258"
"2112","1772","그 이상은 안 돼</i> ",NA,"02:01:43,671","02:01:47,258"
"2113","1772","선생님을 찾아간 사람은요?",NA,"02:01:43,671","02:01:47,258"
"2114","1773","나한테 전화했던...",NA,"02:01:47,425","02:01:48,759"
"2115","1774","<i>월리스 페니?</i>",NA,"02:01:48,926","02:01:51,429"
"2116","1775","네, 번호 남겼어요?",NA,"02:01:51,595","02:01:53,931"
"2117","1776","<i>",NA,"02:02:02,815","02:02:06,193"
"2118","1776","여보세요?</i> ",NA,"02:02:02,815","02:02:06,193"
"2119","1776","로버트 그레이스미스예요",NA,"02:02:02,815","02:02:06,193"
"2120","1777","<i>",NA,"02:02:06,360","02:02:09,447"
"2121","1777","번호를 어떻게 알았죠?</i> ",NA,"02:02:06,360","02:02:09,447"
"2122","1777","릭의 필체가 필요해요",NA,"02:02:06,360","02:02:09,447"
"2123","1778","<i>말했지만...</i>",NA,"02:02:09,613","02:02:10,948"
"2124","1779","만약 릭 마셜이 조디악이라면",NA,"02:02:11,115","02:02:13,784"
"2125","1780","필체 샘플이 필요해요",NA,"02:02:13,951","02:02:16,454"
"2126","1781","도와줄 수 있어요?",NA,"02:02:16,620","02:02:18,748"
"2127","1782","<i>극장 포스터를</i> <i>그리곤 했는데</i>",NA,"02:02:19,957","02:02:24,462"
"2128","1783","<i>",NA,"02:02:24,712","02:02:26,756"
"2129","1783","하나 보내주겠소</i> ",NA,"02:02:24,712","02:02:26,756"
"2130","1783","고마워요",NA,"02:02:24,712","02:02:26,756"
"2131","1784","샘플이 더 필요해",NA,"02:02:36,640","02:02:37,767"
"2132","1785","일치해요? ",NA,"02:02:37,933","02:02:40,394"
"2133","1785","아주 유사해",NA,"02:02:37,933","02:02:40,394"
"2134","1786","신중히 움직여야 해 조디악일지도 몰라",NA,"02:02:40,561","02:02:44,190"
"2135","1787","본과 린다만 찾으면 돼요",NA,"02:02:44,357","02:02:47,318"
"2136","1788","린다는 달린 여동생인데 차량 관리국에 가보고",NA,"02:02:47,485","02:02:50,863"
"2137","1789","부모님과도 통화했는데 행적이 묘연해요",NA,"02:02:51,030","02:02:55,242"
"2138","1790","그레이스미스 대부분 필체는 샘플과 같은데",NA,"02:02:55,409","02:02:59,872"
"2139","1791","내가 우려하는 건 틀린 부분이네",NA,"02:03:00,039","02:03:03,084"
"2140","1792","왜요? ",NA,"02:03:03,250","02:03:05,336"
"2141","1792","포스터의 글자 중에",NA,"02:03:03,250","02:03:05,336"
"2142","1793","하나가 일치하지 않아",NA,"02:03:05,503","02:03:08,839"
"2143","1794","바로 K야",NA,"02:03:09,006","02:03:10,841"
"2144","1795","혹시 동물 크래커 있어?",NA,"02:03:12,426","02:03:15,763"
"2145","1796","<i>토스키 형사님</i> <i>본부로 연락하세요</i>",NA,"02:03:16,597","02:03:20,393"
"2146","1797","'1978년 4월 25일 샌프란시스코'",NA,"02:03:28,150","02:03:31,821"
"2147","1798","<i>",NA,"02:03:31,987","02:03:34,281"
"2148","1798","본부입니다</i> ",NA,"02:03:31,987","02:03:34,281"
"2149","1798","토스키 형사요",NA,"02:03:31,987","02:03:34,281"
"2150","1799","<i>연결할게요</i>",NA,"02:03:34,448","02:03:36,200"
"2151","1800","<i>",NA,"02:03:36,784","02:03:38,369"
"2152","1800","데이브?</i> ",NA,"02:03:36,784","02:03:38,369"
"2153","1800","네, 무슨 일이에요?",NA,"02:03:36,784","02:03:38,369"
"2154","1801","크로니클 신문사 제닝스야",NA,"02:03:38,536","02:03:40,454"
"2155","1802","아침에 왔는데 보셔야겠어요",NA,"02:03:40,621","02:03:42,790"
"2156","1803","뭘요?",NA,"02:03:42,957","02:03:43,958"
"2157","1804","<i>조디악 편지인데</i> <i>당신이 언급돼요</i>",NA,"02:03:44,125","02:03:46,710"
"2158","1805","젠장, 본부로 가자",NA,"02:03:50,131","02:03:54,385"
"2159","1806","서둘러, 밟아",NA,"02:03:54,635","02:03:58,597"
"2160","1807","데이브!",NA,"02:04:04,061","02:04:05,312"
"2161","1808","가지고 있어요?",NA,"02:04:05,896","02:04:07,940"
"2162","1809","""조디악이다 내가 다시 돌아왔다""",NA,"02:04:11,485","02:04:13,821"
"2163","1810","""지금까지 당신들을 지켜보고 있었지""",NA,"02:04:13,988","02:04:16,907"
"2164","1811","""토스키는 영리하지만 난 더 영리해""",NA,"02:04:17,074","02:04:19,910"
"2165","1812","""수사하다 지치면 날 내버려 두겠지""",NA,"02:04:20,077","02:04:23,080"
"2166","1813","""내 영화를 기다리는데 누가 날 연기하지?""",NA,"02:04:23,247","02:04:25,916"
"2167","1814","""칼자루는 내가 쥐었다""",NA,"02:04:26,083","02:04:28,544"
"2168","1815","감사과 분들이야",NA,"02:04:28,711","02:04:31,297"
"2169","1816","얘기 좀 하지",NA,"02:04:33,090","02:04:34,967"
"2170","1817","<i>속보입니다</i>",NA,"02:04:35,134","02:04:36,469"
"2171","1818","<i>샌프란시스코</i> <i>경찰에 의하면</i>",NA,"02:04:36,635","02:04:39,054"
"2172","1819","<i>도시를 공포로 몰아넣었던</i> <i>조디악 킬러가</i>",NA,"02:04:39,221","02:04:43,309"
"2173","1820","<i>51개월의 침묵을 깨고</i> <i>돌아왔습니다</i>",NA,"02:04:43,476","02:04:46,145"
"2174","1821","<i>'내가 돌아왔다'로</i> <i>시작하는 편지에서</i>",NA,"02:04:46,312","02:04:48,898"
"2175","1822","<i>살해 협박 대신</i> <i>자신의 삶을 그린 영화가</i>",NA,"02:04:49,064","02:04:52,776"
"2176","1823","<i>최고로 만들어져야 한다고</i> <i>주장했다고 합니다</i>",NA,"02:04:52,943","02:04:55,613"
"2177","1824","당근이 일품이야",NA,"02:04:55,779","02:04:57,865"
"2178","1825","그냥 가서 봐 <i>",NA,"02:04:58,449","02:05:00,284"
"2179","1825","또한 그 편지엔</i>",NA,"02:04:58,449","02:05:00,284"
"2180","1826","<i>데이브 토스키 형사의</i>",NA,"02:05:00,451","02:05:02,870"
"2181","1827","<i>이름이 언급됐습니다</i>",NA,"02:05:03,037","02:05:05,873"
"2182","1828","나도 봐도 돼?",NA,"02:05:06,040","02:05:07,082"
"2183","1829","대신 끝나면 전부 먹어야 해",NA,"02:05:07,249","02:05:10,002"
"2184","1830","<i>그럼 기자를 연결해서</i>",NA,"02:05:10,169","02:05:12,838"
"2185","1831","<i>자세한 소식 알아보죠</i>",NA,"02:05:13,005","02:05:15,466"
"2186","1832","<i>'샌프란시스코 크로니클'</i> <i>칼럼니스트 모핀은</i>",NA,"02:05:15,633","02:05:18,928"
"2187","1833","<i>이 편지가</i> <i>위조됐을 뿐만 아니라</i>",NA,"02:05:19,094","02:05:21,931"
"2188","1834","<i>담당 형사 데이브 토스키가</i> <i>작성자라고 합니다</i>",NA,"02:05:22,097","02:05:26,268"
"2189","1835","<i>유명 칼럼니스트인</i> <i>그의 말에 따르면</i>",NA,"02:05:26,435","02:05:29,855"
"2190","1836","<i>이목을 끌기 위해서</i> <i>토스키 형사가 꾸민</i>",NA,"02:05:30,022","02:05:34,151"
"2191","1837","<i>자작극이라고</i> <i>주장했습니다</i>",NA,"02:05:34,318","02:05:36,237"
"2192","1838","모핀이 남편을 칼럼 캐릭터로 썼었는데",NA,"02:05:36,403","02:05:39,490"
"2193","1839","그걸 재밌게 본 남편이 계속 써달라고",NA,"02:05:39,657","02:05:42,993"
"2194","1840","익명의 편지를 보냈었어요",NA,"02:05:43,160","02:05:45,329"
"2195","1841","<i>자기 자신한테</i> <i>팬레터를 쓴 거죠</i>",NA,"02:05:45,496","02:05:48,666"
"2196","1842","<i>하지만 조디악</i> <i>편지는 아녜요</i>",NA,"02:05:48,832","02:05:51,001"
"2197","1843","저도 알아요 금방 잊힐 거예요",NA,"02:05:51,168","02:05:54,171"
"2198","1844","<i>잊힌다고요?</i>",NA,"02:05:54,338","02:05:55,506"
"2199","1845","강력계에서 쫓겨났어요",NA,"02:05:55,673","02:05:57,758"
"2200","1846","범죄자처럼 필체를 채취해갔다고요",NA,"02:05:57,925","02:06:01,178"
"2201","1847","바꿔줄래요? <i>",NA,"02:06:01,345","02:06:04,723"
"2202","1847","안 돼요</i>",NA,"02:06:01,345","02:06:04,723"
"2203","1848","릭 마셜을 조사했는지 물어봐 줄래요?",NA,"02:06:04,890","02:06:08,227"
"2204","1849","그 생각뿐이에요?",NA,"02:06:08,394","02:06:10,396"
"2205","1850","모핀은 당신 신문사 사람이에요, 우린...",NA,"02:06:10,563","02:06:14,149"
"2206","1851","딸이 음악을 배우겠다잖아 ",NA,"02:06:19,822","02:06:23,576"
"2207","1851","데이브!",NA,"02:06:19,822","02:06:23,576"
"2208","1852","먼저 가",NA,"02:06:24,868","02:06:27,204"
"2209","1853","집에 전화 그만해",NA,"02:06:27,371","02:06:29,540"
"2210","1854","린다 찾게 도와줘요",NA,"02:06:29,707","02:06:31,333"
"2211","1855","맙소사 ",NA,"02:06:31,500","02:06:34,211"
"2212","1855","잠깐이면 돼요",NA,"02:06:31,500","02:06:34,211"
"2213","1856","필체 샘플을 조사했는데",NA,"02:06:35,546","02:06:38,007"
"2214","1857","누가? ",NA,"02:06:38,173","02:06:40,259"
"2215","1857","셔우드랑 저요",NA,"02:06:38,173","02:06:40,259"
"2216","1858","셔우드? 공직에서 쫓겨난?",NA,"02:06:40,426","02:06:43,679"
"2217","1859","폴처럼 퍼마시는? ",NA,"02:06:43,846","02:06:46,432"
"2218","1859","은퇴한 거예요",NA,"02:06:43,846","02:06:46,432"
"2219","1860","그렇게 말하던가?",NA,"02:06:46,599","02:06:48,100"
"2220","1861","틀렸단 말이에요? ",NA,"02:06:48,267","02:06:52,229"
"2221","1861","집에 전화 말라고",NA,"02:06:48,267","02:06:52,229"
"2222","1862","릭 마셜을 조사했어요 ",NA,"02:06:52,980","02:06:54,815"
"2223","1862","아니",NA,"02:06:52,980","02:06:54,815"
"2224","1863","의심하지 않겠지만 ",NA,"02:06:54,982","02:06:58,611"
"2225","1863","대화 끝내",NA,"02:06:54,982","02:06:58,611"
"2226","1864","마이크나 달린과 연결이 안 돼요 그래서...",NA,"02:06:58,777","02:07:01,030"
"2227","1865","그만해 ",NA,"02:07:01,196","02:07:02,740"
"2228","1865","네?",NA,"02:07:01,196","02:07:02,740"
"2229","1866","그래 봐야 헛수고야 사방이 막혔다고",NA,"02:07:02,906","02:07:06,577"
"2230","1867","이젠 예고하지 않고 살인한다잖아요",NA,"02:07:06,744","02:07:09,747"
"2231","1868","놈을 잡을 확률이 얼마인지 알아?",NA,"02:07:09,913","02:07:12,791"
"2232","1869","오랜 시간이 지났고 증거들은 사라졌어",NA,"02:07:12,958","02:07:16,962"
"2233","1870","사람들은 시간이 지나면 잊어버려",NA,"02:07:17,129","02:07:20,049"
"2234","1871","25년간 경찰 생활 하면서 12년간 살인 사건 맡았어",NA,"02:07:20,424","02:07:24,470"
"2235","1872","자넨? ",NA,"02:07:24,637","02:07:26,430"
"2236","1872","알잖아요",NA,"02:07:24,637","02:07:26,430"
"2237","1873","삽화가지 ",NA,"02:07:26,597","02:07:29,224"
"2238","1873","그래서요?",NA,"02:07:26,597","02:07:29,224"
"2239","1874","조디악은 내 일이었어 자네 일이 아니야",NA,"02:07:29,391","02:07:33,479"
"2240","1875","잡아야 해요 ",NA,"02:07:35,689","02:07:38,108"
"2241","1875","아니, 난 끝났어",NA,"02:07:35,689","02:07:38,108"
"2242","1876","자네하고도 끝났고!",NA,"02:07:38,275","02:07:40,361"
"2243","1877","1970년 9월 26일은?",NA,"02:07:46,450","02:07:49,119"
"2244","1878","어떤 건데? ",NA,"02:07:49,286","02:07:53,290"
"2245","1878","""간호사 실종 사건""",NA,"02:07:49,286","02:07:53,290"
"2246","1879","춘분 하루 전이야, 아빠? ",NA,"02:07:55,542","02:07:58,921"
"2247","1879","표시해둬",NA,"02:07:55,542","02:07:58,921"
"2248","1880","여기 또 있다 1971년 6월 19일",NA,"02:07:59,088","02:08:02,424"
"2249","1881","하지쯤이야",NA,"02:08:02,591","02:08:05,719"
"2250","1882","엄마한텐 절대 비밀이야, 알았지?",NA,"02:08:07,846","02:08:12,351"
"2251","1883","왜 이제 엄마랑 각방 써?",NA,"02:08:12,976","02:08:16,355"
"2252","1884","여보세요? <i>",NA,"02:08:20,526","02:08:23,153"
"2253","1884","나파의 켄 날로우일세</i>",NA,"02:08:20,526","02:08:23,153"
"2254","1885","날로우 반장님 전화 줘서 고마워요",NA,"02:08:23,320","02:08:27,324"
"2255","1886","<i>무슨 일이오?</i>",NA,"02:08:27,491","02:08:29,159"
"2256","1887","조디악 사건이 발생했던",NA,"02:08:29,326","02:08:32,204"
"2257","1888","음력 절기를 확인하고 있는데",NA,"02:08:32,371","02:08:33,872"
"2258","1889","69년 이후로 거의 매번 일치해요",NA,"02:08:34,039","02:08:37,584"
"2259","1890","편지 보낸 날짜나 미제 살인 사건요",NA,"02:08:37,751","02:08:41,004"
"2260","1891","<i>",NA,"02:08:41,171","02:08:44,049"
"2261","1891","누가 도와주고 있소?</i> ",NA,"02:08:41,171","02:08:44,049"
"2262","1891","동료들요",NA,"02:08:41,171","02:08:44,049"
"2263","1892","아빠?",NA,"02:08:44,216","02:08:45,467"
"2264","1893","잠시만요 ",NA,"02:08:46,385","02:08:48,804"
"2265","1893","아빠?",NA,"02:08:46,385","02:08:48,804"
"2266","1894","왜? ",NA,"02:08:49,263","02:08:51,265"
"2267","1894","이건 뭐야?",NA,"02:08:49,263","02:08:51,265"
"2268","1895","<i>정부 요원 누구도</i> <i>해독해내지 못했던</i>",NA,"02:08:55,018","02:08:58,230"
"2269","1896","<i>조디악 킬러의 암호를</i>",NA,"02:08:58,397","02:09:01,650"
"2270","1897","'1979년 8월 9일 샌프란시스코'",NA,"02:09:01,817","02:09:03,026"
"2271","1898","<i>한 신문사의 삽화가가</i> <i>해독에 성공했습니다</i>",NA,"02:09:03,193","02:09:07,114"
"2272","1899","<i>어떻게 풀었죠?</i>",NA,"02:09:07,281","02:09:09,575"
"2273","1900","<i>도서관에서 책을 빌렸어요</i>",NA,"02:09:09,742","02:09:12,828"
"2274","1901","<i>퍼즐을 좋아해서...</i>",NA,"02:09:12,995","02:09:16,665"
"2275","1902","빌어먹을 도서관!",NA,"02:09:16,832","02:09:19,042"
"2276","1903","<i>노력한다면</i> <i>불가능한 건 없죠</i>",NA,"02:09:19,209","02:09:22,212"
"2277","1904","J인가요? 모범수 수용소요?",NA,"02:09:24,882","02:09:28,677"
"2278","1905","감사합니다",NA,"02:09:29,470","02:09:31,346"
"2279","1906","린다를 찾았어 교도소에 있대",NA,"02:09:32,890","02:09:35,642"
"2280","1907","왜 그랬어? ",NA,"02:09:35,809","02:09:37,811"
"2281","1907","그야 릭을 아니까...",NA,"02:09:35,809","02:09:37,811"
"2282","1908","무슨 소리야? ",NA,"02:09:37,978","02:09:41,315"
"2283","1908","TV에 나왔잖아",NA,"02:09:37,978","02:09:41,315"
"2284","1909","얼굴이 노출됐다고 ",NA,"02:09:41,482","02:09:44,735"
"2285","1909","걱정하지 마",NA,"02:09:41,482","02:09:44,735"
"2286","1910","매주 한 번씩 한밤중에 전화하는 건 누군데?",NA,"02:09:44,902","02:09:47,905"
"2287","1911","아무도 아니야",NA,"02:09:48,071","02:09:50,199"
"2288","1912","언제쯤 끝나? ",NA,"02:09:50,991","02:09:54,203"
"2289","1912","지금은 말 못 해",NA,"02:09:50,991","02:09:54,203"
"2290","1913","본을 만나야 해",NA,"02:09:54,369","02:09:55,704"
"2291","1914","아니, 나랑 얘기부터 해",NA,"02:09:55,871","02:09:58,957"
"2292","1915","언제 끝나는데? 범인을 잡으면?",NA,"02:09:59,124","02:10:03,295"
"2293","1916","농담하지 마 ",NA,"02:10:03,462","02:10:05,923"
"2294","1916","농담 아니야",NA,"02:10:03,462","02:10:05,923"
"2295","1917","누군지 알아야겠어",NA,"02:10:07,883","02:10:12,221"
"2296","1918","그의 눈을 똑바로 들여다보면서",NA,"02:10:12,846","02:10:16,475"
"2297","1919","범인이 맞다는 걸 느끼고 싶어",NA,"02:10:16,642","02:10:19,603"
"2298","1920","가족 안전보다 더 중요해?",NA,"02:10:20,229","02:10:22,606"
"2299","1921","당연히 아니지",NA,"02:10:22,773","02:10:24,900"
"2300","1922","왜? 왜 하는 건데?",NA,"02:10:26,276","02:10:29,238"
"2301","1923","왜?",NA,"02:10:30,280","02:10:31,740"
"2302","1924","아무도 안 하니까",NA,"02:10:33,575","02:10:35,202"
"2303","1925","그거론 안 돼",NA,"02:10:35,369","02:10:36,870"
"2304","1926","끝났어? 가도 돼?",NA,"02:10:37,663","02:10:39,164"
"2305","1927","본 씨? ",NA,"02:10:54,930","02:10:56,974"
"2306","1927","그레이스미스?",NA,"02:10:54,930","02:10:56,974"
"2307","1928","네 ",NA,"02:10:57,140","02:10:59,476"
"2308","1928","할 얘기가 있다고?",NA,"02:10:57,140","02:10:59,476"
"2309","1929","네, 모퉁이에 카페가 있어요",NA,"02:10:59,643","02:11:01,895"
"2310","1930","집으로 갑시다 ",NA,"02:11:02,062","02:11:05,148"
"2311","1930","불편하실 텐데",NA,"02:11:02,062","02:11:05,148"
"2312","1931","괜찮소 차 어디 세웠소?",NA,"02:11:05,315","02:11:08,068"
"2313","1932","저쪽에요",NA,"02:11:08,235","02:11:09,319"
"2314","1933","내 차를 따라와요",NA,"02:11:09,486","02:11:11,154"
"2315","1934","네",NA,"02:11:12,656","02:11:13,907"
"2316","1935","계단 조심하고",NA,"02:11:31,717","02:11:33,385"
"2317","1936","집이 멋져요 ",NA,"02:11:37,931","02:11:41,184"
"2318","1936","고맙소",NA,"02:11:37,931","02:11:41,184"
"2319","1937","농가 주택처럼요",NA,"02:11:41,351","02:11:43,103"
"2320","1938","외투 벗을래요? ",NA,"02:11:43,270","02:11:46,189"
"2321","1938","아뇨, 괜찮아요",NA,"02:11:43,270","02:11:46,189"
"2322","1939","이쪽으로",NA,"02:11:46,356","02:11:49,276"
"2323","1940","앉아요 ",NA,"02:11:51,278","02:11:52,988"
"2324","1940","고마워요",NA,"02:11:51,278","02:11:52,988"
"2325","1941","차라도? ",NA,"02:11:53,155","02:11:55,532"
"2326","1941","아뇨",NA,"02:11:53,155","02:11:55,532"
"2327","1942","진짜요? ",NA,"02:11:55,699","02:11:57,993"
"2328","1942","네",NA,"02:11:55,699","02:11:57,993"
"2329","1943","극장에서 틀었던 영화가 궁금해서요",NA,"02:11:58,160","02:12:01,788"
"2330","1944","'위험한 게임'이란 무성 영화요",NA,"02:12:01,955","02:12:06,084"
"2331","1945","고전이지, 1932년 작품",NA,"02:12:06,251","02:12:09,546"
"2332","1946","배우들 연기도 좋고 여러 번 상영했었소",NA,"02:12:09,713","02:12:14,259"
"2333","1947","68년, 69년에도?",NA,"02:12:14,426","02:12:16,136"
"2334","1948","그건 확인해봐야겠소 왜요?",NA,"02:12:17,721","02:12:19,681"
"2335","1949","조디악 기억해요?",NA,"02:12:19,848","02:12:21,767"
"2336","1950","릭 마셜 얘기군요",NA,"02:12:24,227","02:12:26,521"
"2337","1951","영사 기사였죠? ",NA,"02:12:26,688","02:12:30,400"
"2338","1951","잠깐",NA,"02:12:26,688","02:12:30,400"
"2339","1952","하지만 연락 끊긴 지 오래됐어요",NA,"02:12:30,567","02:12:34,321"
"2340","1953","조디악 사건과 그 영화가",NA,"02:12:34,488","02:12:36,740"
"2341","1954","연관성이 있어서요",NA,"02:12:36,907","02:12:39,493"
"2342","1955","그 상징?",NA,"02:12:39,660","02:12:41,411"
"2343","1956","잠깐만",NA,"02:12:42,788","02:12:44,498"
"2344","1957","영화에 조디악 상징이 나와요",NA,"02:12:44,665","02:12:49,670"
"2345","1958","필름 앞부분에 들어간 걸",NA,"02:12:52,506","02:12:55,217"
"2346","1959","우리가 잘라내 버렸죠",NA,"02:12:55,384","02:12:57,427"
"2347","1960","여기",NA,"02:12:57,594","02:12:59,596"
